ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
909	Kayan	tortoise	khlɨɁ⁴⁵	khlɨɁ⁴⁵	kʰ l ɨ ʔ ⁴⁵		3680	kʰ l ɨ ʔ ⁴⁵	kʰ l ɨ ʔ ⁴⁵
1220	Kayaw	tortoise	khli³³	khli³³	kʰ l i ³³		3680	kʰ l i - ³³	kʰ l i ³³
1500	NorthernPao	tortoise	kleɁ²¹	kleɁ²¹	kʰ l e ʔ ²¹		3680	kʰ l e ʔ ²¹	kʰ l e ʔ ²¹
1780	NorthernPwo	tortoise	khlaiɁ⁴⁵	khlaiɁ⁴⁵	kʰ l ai ʔ ⁴⁵		3680	kʰ l ai ʔ ⁴⁵	kʰ l ai ʔ ⁴⁵
2089	NorthernSgaw	tortoise	khliɁ⁴⁵	khliɁ⁴⁵	kʰ l i ʔ ⁴⁵		3680	kʰ l i ʔ ⁴⁵	kʰ l i ʔ ⁴⁵
2357	SouthernPao	tortoise	kliɁ²¹	kliɁ²¹	kʰ l i ʔ ²¹		3680	kʰ l i ʔ ²¹	kʰ l i ʔ ²¹
2654	SouthernPwo	tortoise	khlaiɁ³¹	khlaiɁ³¹	kʰ l ai ʔ ³¹		3680	kʰ l ai ʔ ³¹	kʰ l ai ʔ ³¹
2952	SouthernSgaw	tortoise	khlaiɁ²¹	khlaiɁ²¹	kʰ l ai ʔ ²¹		3680	kʰ l ai ʔ ²¹	kʰ l ai ʔ ²¹
3208	WesternBwe	tortoise	khli³³	khli³³	kʰ l i ³³		3680	kʰ l i - ³³	kʰ l i ³³
313	ProtoKaren	tread	*jamᴮ	*jamᴮ	j a m ¹¹		3693	j a m ¹¹	( j a m ¹¹ )
614	Kayah	tread	ji¹¹	ji¹¹	j e ¹¹		3693	j e - ¹¹	j e ¹¹
910	Kayan	tread	Ɉaŋ¹¹	Ɉaŋ¹¹	ɟ a ŋ ¹¹		3693	ɟ a ŋ ¹¹	ɟ a ŋ ¹¹
1501	NorthernPao	tread	jam⁵³	jam⁵³	j a m ⁵³		3693	j a m ⁵³	j a m ⁵³
1781	NorthernPwo	tread	jãi¹¹ ̈	jãi¹¹̈	j ã ɦ ¹¹		3693	j ã ɦ ¹¹	j ã ɦ ¹¹
2090	NorthernSgaw	tread	jɔ¹¹ ̈	jɔ¹¹̈	j ɔ̃ ɦ ¹¹		3693	j ɔ̃ ɦ ¹¹	j ɔ̃ ɦ ¹¹
2358	SouthernPao	tread	jam⁵⁵	jam⁵⁵	j a m ⁵⁵		3693	j a m ⁵⁵	j a m ⁵⁵
2655	SouthernPwo	tread	jãi³³	jãi³³	j ɔ̃ ³³		3693	j ɔ̃ - ³³	j ɔ̃ ³³
2953	SouthernSgaw	tread	jɔ³¹	jɔ³¹	j ɔ ³¹		3693	j ɔ - ³¹	j ɔ ³¹
3209	WesternBwe	tread	ja³³	ja³³	j ɛ ³³		3693	j ɛ - ³³	j ɛ ³³
314	ProtoKaren	trunk (of a tree), firewood	*məŋᴮ	*məŋᴮ	m ə ŋ ¹¹		3704	m ə ŋ ¹¹	m|m|m|m|m ə|ə|ə|ə|ə ŋ|ŋ|ŋ|ŋ|ŋ ¹¹|¹¹|¹¹|¹¹|¹¹
615	Kayah	trunk (of a tree), firewood	mɔ¹¹	mɔ¹¹	m ɔ ¹¹		3704	m ɔ - ¹¹	m ɔ ¹¹
911	Kayan	trunk (of a tree), firewood	mə¹¹	mə¹¹	m ə ¹¹		3704	m ə - ¹¹	m ə ¹¹
1221	Kayaw	trunk (of a tree), firewood	mə¹¹	mə¹¹	m ə ¹¹		3704	m ə - ¹¹	m ə ¹¹
1502	NorthernPao	trunk (of a tree), firewood	mɨŋ⁵³	mɨŋ⁵³	m ɨ ŋ ⁵³		3704	m ɨ ŋ ⁵³	m ɨ ŋ ⁵³
1782	NorthernPwo	trunk (of a tree), firewood	mɑ̃¹¹ ̈	mɑ̃¹¹̈	m ɑ̃ ɦ ¹¹		3704	m ɑ̃ ɦ ¹¹	m ɑ̃ ɦ ¹¹
2091	NorthernSgaw	trunk (of a tree), firewood	mɨ¹¹ ̈	mɨ¹¹̈	m ɨ ɦ ¹¹		3704	m ɨ ɦ ¹¹	m ɨ ɦ ¹¹
2359	SouthernPao	trunk (of a tree), firewood	məŋ⁵⁵	məŋ⁵⁵	m ə ŋ ⁵⁵		3704	m ə ŋ ⁵⁵	m ə ŋ ⁵⁵
315	ProtoKaren	trunk (of an elephant)	*k-mlɔNᴬ	*k-mlɔNᴬ	k ə ⁰ + m l ɔ ɴ ⁵⁵		3714 3713	k ə ⁰ + m l ɔ ɴ ⁵⁵	?k ?ə ?⁰ + m|m|m|m|m l|l|l|l|l ɔ|ɔ|ɔ|ɔ|ɔ -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
616	Kayah	trunk (of an elephant)	mo¹¹	mo¹¹	m o ¹¹		3713	m - o - ¹¹	m o ¹¹
912	Kayan	trunk (of an elephant)	mɔ³³	mɔ³³	m ɔ ³³		3713	m - ɔ - ³³	m ɔ ³³
1783	NorthernPwo	trunk (of an elephant)	mlɔ̃⁵⁵	mlɔ̃⁵⁵	m l ɔ̃ ⁵⁵		3713	m l ɔ̃ - ⁵⁵	m l ɔ̃ ⁵⁵
2092	NorthernSgaw	trunk (of an elephant)	kə¹¹mlɔ³³	kə¹¹mlɔ³³	k ə ¹¹ + m l ɔ ³³		3714 3713	k ə ¹¹ + m l ɔ - ³³	k ə ¹¹ + m l ɔ ³³
2360	SouthernPao	trunk (of an elephant)	mɔ⁵³	mɔ⁵³	m ɔ ⁵³		3713	m - ɔ - ⁵³	m ɔ ⁵³
2656	SouthernPwo	trunk (of an elephant)	mlõ³¹ ̈	mlõ³¹̈	m l õ ɦ ³¹		3713	m l õ ɦ ³¹	m l õ ɦ ³¹
2954	SouthernSgaw	trunk (of an elephant)	mlu³³	mlu³³	m l u ³³		3713	m l u - ³³	m l u ³³
3210	WesternBwe	trunk (of an elephant)	-blɔ¹¹	-blɔ¹¹	b l ɔ ¹¹		3713	b l ɔ - ¹¹	b l ɔ ¹¹
316	ProtoKaren	two	*k-hnejᴬ	*k-hnejᴬ	kʰ ə ⁰ + n̥ ei ⁵⁵		3727 3726	kʰ ə ⁰ + n̥ ei - ⁵⁵	kʰ|kʰ|kʰ|kʰ|kʰ i|i|i|i|ei ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵ + ɴ|ɴ|ɴ|n|n ei|ei|ei|ei|ei -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
617	Kayah	two	nə³³	nə³³	n ə ³³		3726	n ə - ³³	n ə ³³
913	Kayan	two	ŋɨ⁵³	ŋɨ⁵³	ŋ ɨ ⁵³		3726	ŋ ɨ - ⁵³	ŋ ɨ ⁵³
1222	Kayaw	two	ki⁵⁵	ki⁵⁵	kʰ i ⁵⁵		3727	kʰ i ⁵⁵	kʰ i ⁵⁵
1503	NorthernPao	two	ni³¹ ̈	ni³¹̈	n i ɦ ³¹		3726	n i ɦ ³¹	n i ɦ ³¹
1784	NorthernPwo	two	khei³⁵	khei³⁵	kʰ ei ³⁵		3727	kʰ ei ³⁵	kʰ ei ³⁵
2093	NorthernSgaw	two	khi³³	khi³³	kʰ i ³³		3727	kʰ i ³³	kʰ i ³³
2361	SouthernPao	two	ni³¹ ̈	ni³¹̈	n i ɦ ³¹		3726	n i ɦ ³¹	n i ɦ ³¹
2657	SouthernPwo	two	nei⁵³	nei⁵³	n ei ⁵³		3726	n ei - ⁵³	n ei ⁵³
2955	SouthernSgaw	two	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵		3727	kʰ i ⁵⁵	kʰ i ⁵⁵
3211	WesternBwe	two	ki⁵⁵	ki⁵⁵	kʰ i ⁵⁵		3727	kʰ i ⁵⁵	kʰ i ⁵⁵
317	ProtoKaren	urine	*chejᴮ	*chejᴮ	cʰ ei ¹¹		3740	cʰ ei ¹¹	( cʰ ei ¹¹ )
618	Kayah	urine	chə¹¹	chə¹¹	cʰ ə ¹¹		3740	cʰ ə ¹¹	cʰ ə ¹¹
1223	Kayaw	urine	chi¹¹	chi¹¹	cʰ i ¹¹		3740	cʰ i ¹¹	cʰ i ¹¹
1504	NorthernPao	urine	ɕi⁵⁵	ɕi⁵⁵	ɕ i ⁵⁵		3740	ɕ i ⁵⁵	ɕ i ⁵⁵
1785	NorthernPwo	urine	chei³³	chei³³	cʰ ei ³³		3740	cʰ ei ³³	cʰ ei ³³
2094	NorthernSgaw	urine	chi³¹῀	chi³¹῀	cʰ i ³¹		3740	cʰ i ³¹	cʰ i ³¹
2362	SouthernPao	urine	ɕi³³	ɕi³³	ɕ i ³³		3740	ɕ i ³³	ɕ i ³³
2658	SouthernPwo	urine	chei⁵⁵	chei⁵⁵	cʰ ei ⁵⁵		3740	cʰ ei ⁵⁵	cʰ ei ⁵⁵
2956	SouthernSgaw	urine	chi⁴⁵’	chi⁴⁵’	cʰ i ⁴⁵		3740	cʰ i ⁴⁵	cʰ i ⁴⁵
3212	WesternBwe	urine	ʃi³³	ʃi³³	ʃ i ³³		3740	ʃ i ³³	ʃ i ³³
318	ProtoKaren	vagina	*linᴮ	*linᴮ	l i n ¹¹		3752	l i n ¹¹	l|l|l|l|l i|i|i|i|i n|n|n|n|n ¹¹|¹¹|¹¹|¹¹|¹¹
619	Kayah	vagina	li¹¹	li¹¹	l i ¹¹		3752	l i - ¹¹	l i ¹¹
1224	Kayaw	vagina	li¹¹	li¹¹	l i ¹¹		3752	l i - ¹¹	l i ¹¹
1505	NorthernPao	vagina	lin⁵³	lin⁵³	l i n ⁵³		3752	l i n ⁵³	l i n ⁵³
1786	NorthernPwo	vagina	lãi¹¹	lãi¹¹	l ãi ɦ ¹¹		3752	l ãi ɦ ¹¹	l ãi ɦ ¹¹
2095	NorthernSgaw	vagina	li¹¹ ̈	li¹¹̈	l i ɦ ¹¹		3752	l i ɦ ¹¹	l i ɦ ¹¹
2363	SouthernPao	vagina	lim⁵⁵~lin⁵⁵	lim⁵⁵	l i m ⁵⁵		3752	l i m ⁵⁵	l i m ⁵⁵
2659	SouthernPwo	vagina	lɛĩ ³³	lɛĩ_³³	l ɛĩ ³³		3752	l ɛĩ - ³³	l ɛĩ ³³
2957	SouthernSgaw	vagina	li³¹	li³¹	l i ³¹		3752	l i - ³¹	l i ³¹
319	ProtoKaren	vomit (v.)	*prɔɁᴰ	*prɔɁᴰ	p r ɔ ʔ̚ ⁵¹		3763	p r ɔ ʔ̚ ⁵¹	( p r ɔ ʔ̚ ⁵¹ )
620	Kayah	vomit (v.)	phrɛ⁵⁵	phrɛ⁵⁵	pʰ r ɛ ⁵⁵		3763	pʰ r ɛ - ⁵⁵	pʰ r ɛ ⁵⁵
914	Kayan	vomit (v.)	phrauɁ⁴⁵	phrauɁ⁴⁵	pʰ r au ʔ ⁴⁵		3763	pʰ r au ʔ ⁴⁵	pʰ r au ʔ ⁴⁵
1225	Kayaw	vomit (v.)	pro³³	pro³³	p r o ³³		3763	p r o - ³³	p r o ³³
1506	NorthernPao	vomit (v.)	prɔɁ²¹	prɔɁ²¹	p r ɔ ʔ ²¹		3763	p r ɔ ʔ ²¹	p r ɔ ʔ ²¹
1787	NorthernPwo	vomit (v.)	pjoɁ⁴⁵	pjoɁ⁴⁵	p j o ʔ ⁴⁵		3763	p j o ʔ ⁴⁵	p j o ʔ ⁴⁵
2096	NorthernSgaw	vomit (v.)	bɣɔɁ⁴⁵	bɣɔɁ⁴⁵	b ɣ ɔ ʔ ⁴⁵		3763	b ɣ ɔ ʔ ⁴⁵	b ɣ ɔ ʔ ⁴⁵
2364	SouthernPao	vomit (v.)	prɔɁ²¹	prɔɁ²¹	p r ɔ ʔ ²¹		3763	p r ɔ ʔ ²¹	p r ɔ ʔ ²¹
2660	SouthernPwo	vomit (v.)	pjuɁ²¹	pjuɁ²¹	p j u ʔ ²¹		3763	p j u ʔ ²¹	p j u ʔ ²¹
2958	SouthernSgaw	vomit (v.)	bɣoɁ²¹	bɣoɁ²¹	b ɣ o ʔ ²¹		3763	b ɣ o ʔ ²¹	b ɣ o ʔ ²¹
3213	WesternBwe	vomit (v.)	pɔ³³	pɔ³³	p ɔ ³³		3763	p - ɔ - ³³	p ɔ ³³
320	ProtoKaren	vulture	*hlaŋᴬ/ᴮ k-daɁᴰ	*hlaŋᴬᴮ_k-daɁᴰ	l̥ a ŋ ¹¹ + k ə ʔ̚ ⁰ + d a ʔ̚ ⁵¹		3775 3777 3776	l̥ a ŋ ¹¹ + k ə ʔ̚ ⁰ + d a - ʔ̚ ⁵¹	l|l|l|l|l a|a|a|a|a ŋ|ŋ|ŋ|ŋ|ŋ ¹¹|¹¹|¹¹|¹¹|¹¹ + ( k ə ʔ̚ ⁰ ) + ( d a ʔ̚ ⁵¹ )
621	Kayah	vulture	lɛ¹¹ta³³	lɛ¹¹ta³³	l ɛ ¹¹ + t e ³³		3775 3776	l ɛ - ¹¹ + t e - - ³³	l ɛ ¹¹ + t e ³³
1226	Kayaw	vulture	la¹¹ta³³	la¹¹ta³³	l ɔ ¹¹ + t ɔ ³³		3775 3776	l ɔ - ¹¹ + t ɔ - - ³³	l ɔ ¹¹ + t ɔ ³³
1507	NorthernPao	vulture	lɛŋ⁵⁵taɁ⁴⁵	lɛŋ⁵⁵taɁ⁴⁵	l a ŋ ⁵⁵ + tʰ a ʔ ⁴⁵		3775 3776	l a ŋ ⁵⁵ + tʰ a - ʔ ⁴⁵	l a ŋ ⁵⁵ + tʰ a ʔ ⁴⁵
1788	NorthernPwo	vulture	lɛ̃³⁵kaɁ²¹thaɁ²¹	lɛ̃³⁵kaɁ²¹thaɁ²¹	l ɛ̃ ³⁵ + k a ʔ ²¹ + tʰ a ʔ ²¹		3775 3777 3776	l ɛ̃ - ³⁵ + k a ʔ ²¹ + tʰ a - ʔ ²¹	l ɛ̃ ³⁵ + k a ʔ ²¹ + tʰ a ʔ ²¹
2097	NorthernSgaw	vulture	lɔ³³kə¹¹taɁ²¹	lɔ³³kə¹¹taɁ²¹	l ɔ̃ ³³ + k ə ¹¹ + t a ʔ ²¹		3775 3777 3776	l ɔ̃ - ³³ + k ə - ¹¹ + t a - ʔ ²¹	l ɔ̃ ³³ + k ə ¹¹ + t a ʔ ²¹
2365	SouthernPao	vulture	lɔŋ³³taɁ⁴⁵	lɔŋ³³taɁ⁴⁵	l a ŋ ³³ + t a ʔ ⁴⁵		3775 3776	l a ŋ ³³ + t a - ʔ ⁴⁵	l a ŋ ³³ + t a ʔ ⁴⁵
2661	SouthernPwo	vulture	lɔ̃⁵³kaɁ²¹thaɁ⁴⁵	lɔ̃⁵³kaɁ²¹thaɁ⁴⁵	l ɔ̃ ⁵³ + k a ʔ ²¹ + tʰ a ʔ ⁴⁵		3775 3777 3776	l ɔ̃ - ⁵³ + k a ʔ ²¹ + tʰ a - ʔ ⁴⁵	l ɔ̃ ⁵³ + k a ʔ ²¹ + tʰ a ʔ ⁴⁵
2959	SouthernSgaw	vulture	lɔ³³kə¹¹ ta¹¹ ̈	lɔ³³kə¹¹_ta¹¹̈	l ɔ ³³ + k ə ¹¹ + t a ʔ ɦ ¹¹		3775 3777 3776	l ɔ - ³³ + k ə - ¹¹ + t a ʔ ɦ ¹¹	l ɔ ³³ + k ə ¹¹ + t a ʔ ɦ ¹¹
3214	WesternBwe	vulture	lə³³da⁵⁵	lə³³da⁵⁵	l a ³³ + d a ⁵⁵		3775 3776	l a - ³³ + d a - - ⁵⁵	l a ³³ + d a ⁵⁵
321	ProtoKaren	waist	*j-Ɂdeᴬ	*j-Ɂdeᴬ	j ə ⁰ + ˀd e ⁵⁵		3804 2413	j ə ⁰ + ˀd e - ⁵⁵	j|j|j|j|j ə|ə|ə|ə|au ⁰|⁰|⁰|⁰|⁰ + ( ˀd e ⁵⁵ )
1508	NorthernPao	waist	~de³¹ ̈	~de³¹̈	d e ɦ ³¹		2413	d e ɦ ³¹	d e ɦ ³¹
1789	NorthernPwo	waist	ja¹¹ di⁵⁵	ja¹¹_di⁵⁵	j a ¹¹ + d i ⁵⁵		3804 2413	j a ¹¹ + d i - ⁵⁵	j a ¹¹ + d i ⁵⁵
2098	NorthernSgaw	waist	jɔ¹¹ de³³	jɔ¹¹_de³³	j ɔ ¹¹ + d e ³³		3804 2413	j ɔ ¹¹ + d e - ³³	j ɔ ¹¹ + d e ³³
2366	SouthernPao	waist	~de³¹ ̈	~de³¹̈	d e ɦ ³¹		2413	d e ɦ ³¹	d e ɦ ³¹
2662	SouthernPwo	waist	jɑ̃³³di³¹ ̈	jɑ̃³³di³¹̈	j ɑ̃ ³³ + d i ɦ ³¹		3804 2413	j ɑ̃ ³³ + d i ɦ ³¹	j ɑ̃ ³³ + d i ɦ ³¹
2960	SouthernSgaw	waist	jɔ³¹de⁵⁵	jɔ³¹de⁵⁵	j ɔ ³¹ + d e ⁵⁵		3804 2413	j ɔ ³¹ + d e - ⁵⁵	j ɔ ³¹ + d e ⁵⁵
3215	WesternBwe	waist	ja³³de¹¹	ja³³de¹¹	j a ³³ + ɗ i ⁵⁵		3804 2413	j a ³³ + ɗ i - ⁵⁵	j a ³³ + ɗ i ⁵⁵
323	ProtoKaren	warm	*lamᴬ	*lamᴬ	l a m ⁵⁵		3818	l a m ⁵⁵	l|l|l|l|l a|a|a|a|a m|m|m|m|m ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
623	Kayah	warm	le¹¹	le¹¹	l e ¹¹		3818	l e - ¹¹	l e ¹¹
915	Kayan	warm	la³³	la³³	l a ŋ ³³		3818	l a ŋ ³³	l a ŋ ³³
1228	Kayaw	warm	la³³	la³³	l ɔ ³³		3818	l ɔ - ³³	l ɔ ³³
1791	NorthernPwo	warm	la⁵⁵	la⁵⁵	l ã ⁵⁵		3818	l ã - ⁵⁵	l ã ⁵⁵
2100	NorthernSgaw	warm	kə¹¹lə³³	kə¹¹lə³³	k ə ¹¹ + l ɔ̃ ³³		3819 3818	k ə ¹¹ + l ɔ̃ - ³³	k ə ¹¹ + l ɔ̃ ³³
2367	SouthernPao	warm	lam⁵³	lam⁵³	l a m ⁵³		3818	l a m ⁵³	l a m ⁵³
2664	SouthernPwo	warm	lə³¹ ̈	lə³¹̈	l ɔ̃ ɦ ³¹		3818	l ɔ̃ ɦ ³¹	l ɔ̃ ɦ ³¹
2962	SouthernSgaw	warm	lə³³	lə³³	l ɔ ³³		3818	l ɔ - ³³	l ɔ ³³
3216	WesternBwe	warm	lɛ³³	lɛ³³	l ɛ ³³		3818	l ɛ - ³³	l ɛ ³³
322	ProtoKaren	wart	*thuɁᴰ	*thuɁᴰ	tʰ u ʔ̚ ⁵¹		3831	tʰ u ʔ̚ ⁵¹	( tʰ u ʔ̚ ⁵¹ )
622	Kayah	wart	thɨ⁵⁵	thɨ⁵⁵	tʰ ɨ ⁵⁵		3831	tʰ ɨ - ⁵⁵	tʰ ɨ ⁵⁵
1227	Kayaw	wart	thɨ³³	thɨ³³	tʰ ɨ ³³		3831	tʰ ɨ - ³³	tʰ ɨ ³³
1790	NorthernPwo	wart	thauɁ⁴⁵	thauɁ⁴⁵	tʰ au ʔ ⁴⁵		3831	tʰ au ʔ ⁴⁵	tʰ au ʔ ⁴⁵
2099	NorthernSgaw	wart	thuɁ⁴⁵	thuɁ⁴⁵	tʰ u ʔ ⁴⁵		3831	tʰ u ʔ ⁴⁵	tʰ u ʔ ⁴⁵
2663	SouthernPwo	wart	thɔuɁ³¹	thɔuɁ³¹	tʰ ɔu ʔ ³¹		3831	tʰ ɔu ʔ ³¹	tʰ ɔu ʔ ³¹
2961	SouthernSgaw	wart	thɔuɁ²¹	thɔuɁ²¹	tʰ ɔu ʔ ²¹		3831	tʰ ɔu ʔ ²¹	tʰ ɔu ʔ ²¹
325	ProtoKaren	wash (clothes)	*chrowᴮ	*chrowᴮ	cʰ r ou ¹¹		3839	cʰ r ou ¹¹	( cʰ r ou ¹¹ )
625	Kayah	wash (clothes)	cho¹¹	cho¹¹	cʰ o ¹¹		3839	cʰ - o ¹¹	cʰ o ¹¹
917	Kayan	wash (clothes)	chu¹¹	chu¹¹	cʰ u ¹¹		3839	cʰ - u ¹¹	cʰ u ¹¹
1230	Kayaw	wash (clothes)	chu¹¹	chu¹¹	cʰ u ¹¹		3839	cʰ - u ¹¹	cʰ u ¹¹
1510	NorthernPao	wash (clothes)	paɁ²¹chu⁵⁵	paɁ²¹chu⁵⁵	p a ʔ ²¹ + cʰ u ⁵⁵		3840 3839	p a ʔ ²¹ + cʰ - u ⁵⁵	p a ʔ ²¹ + cʰ u ⁵⁵
2102	NorthernSgaw	wash (clothes)	chɣɨ³¹῀	chɣɨ³¹῀	cʰ ɣ ɨ ³¹		3839	cʰ ɣ ɨ ³¹	cʰ ɣ ɨ ³¹
2369	SouthernPao	wash (clothes)	chu³³	chu³³	cʰ u ³³		3839	cʰ - u ³³	cʰ u ³³
2964	SouthernSgaw	wash (clothes)	chɣɨ⁴⁵’	chɣɨ⁴⁵’	cʰ ɣ ɨ ⁴⁵		3839	cʰ ɣ ɨ ⁴⁵	cʰ ɣ ɨ ⁴⁵
324	ProtoKaren	wash (the face)	*blaᴮ	*blaᴮ	b l a ¹¹		3850	b l a - ¹¹	( b l a ¹¹ )
624	Kayah	wash (the face)	ple¹¹	ple¹¹	p l e ¹¹		3850	p l e - ¹¹	p l e ¹¹
916	Kayan	wash (the face)	pla¹¹	pla¹¹	p l a ¹¹		3850	p l a - ¹¹	p l a ¹¹
1229	Kayaw	wash (the face)	pla¹¹	pla¹¹	p l a ¹¹		3850	p l a - ¹¹	p l a ¹¹
1509	NorthernPao	wash (the face)	phla⁵³	phla⁵³	pʰ l a ⁵³		3850	pʰ l a - ⁵³	pʰ l a ⁵³
1792	NorthernPwo	wash (the face)	phla¹¹ ̈	phla¹¹̈	pʰ l a ɦ ¹¹		3850	pʰ l a ɦ ¹¹	pʰ l a ɦ ¹¹
2101	NorthernSgaw	wash (the face)	pla¹¹ ̈	pla¹¹̈	p l a ɦ ¹¹		3850	p l a ɦ ¹¹	p l a ɦ ¹¹
2368	SouthernPao	wash (the face)	pla⁵⁵	pla⁵⁵	p l a ⁵⁵		3850	p l a - ⁵⁵	p l a ⁵⁵
2665	SouthernPwo	wash (the face)	phla³³	phla³³	pʰ l a ³³		3850	pʰ l a - ³³	pʰ l a ³³
2963	SouthernSgaw	wash (the face)	pla³¹	pla³¹	p l a ³¹		3850	p l a - ³¹	p l a ³¹
3217	WesternBwe	wash (the face)	bla³³	bla³³	b l ɛ ³³		3850	b l ɛ - ³³	b l ɛ ³³
326	ProtoKaren	wasp	*(dəŋᴮ)Ɂdeᴬ	*Ɂdeᴬ	d ə ŋ ⁵⁵ + ˀd e ⁵⁵		3862 2413	d ə ŋ ⁵⁵ + ˀd e - ⁵⁵	d|d|d|d|d ə.ŋ|ə.ŋ|ə.ŋ|ə.ŋ|ə.ŋ ⁰|⁰|⁰|⁰|¹¹ + ( ˀd e ⁵⁵ )
626	Kayah	wasp	di³³~	di³³~	d i ³³		2413	d i - ³³	d i ³³
918	Kayan	wasp	dauɁ⁴⁵dai⁵³	dauɁ⁴⁵dai⁵³	d au ʔ ⁴⁵ + d ai ⁵³		3863 2413	d au ʔ ⁴⁵ + d ai - ⁵³	d au ʔ ⁴⁵ + d ai ⁵³
1231	Kayaw	wasp	di⁵⁵~	di⁵⁵~	d i ³³		2413	d i - ³³	d i ³³
1511	NorthernPao	wasp	kaɁ²¹de³¹ ̈	kaɁ²¹de³¹̈	k a ʔ ²¹ + d e ɦ ³¹		3864 2413	k a ʔ ²¹ + d e ɦ ³¹	k a ʔ ²¹ + d e ɦ ³¹
1793	NorthernPwo	wasp	thɑ̃¹¹ di⁵⁵	thɑ̃¹¹_di⁵⁵	tʰ ɑ̃ ¹¹ + d i ⁵⁵		3865 2413	tʰ ɑ̃ ¹¹ + d i - ⁵⁵	tʰ ɑ̃ ¹¹ + d i ⁵⁵
2103	NorthernSgaw	wasp	tə¹¹ de³³	tə¹¹_de³³	t ə ¹¹ + d e ³³		3862 2413	t ə - ¹¹ + d e - ³³	t ə ¹¹ + d e ³³
2666	SouthernPwo	wasp	thə̃³³di³¹ ̈	thə̃³³di³¹̈	tʰ ə̃ ³³ + d i ɦ ³¹		3862 2413	tʰ ə̃ - ³³ + d i ɦ ³¹	tʰ ə̃ ³³ + d i ɦ ³¹
2965	SouthernSgaw	wasp	tɨ³¹de⁵⁵	tɨ³¹de⁵⁵	t ɨ ³¹ + d e ⁵⁵		3862 2413	t ɨ - ³¹ + d e - ⁵⁵	t ɨ ³¹ + d e ⁵⁵
327	ProtoKaren	water	*thejᴬ	*thejᴬ	tʰ ei ⁵⁵		3878	tʰ ei - ⁵⁵	( tʰ ei ⁵⁵ )
627	Kayah	water	thə³³	thə³³	tʰ ə ³³		3878	tʰ ə - ³³	tʰ ə ³³
919	Kayan	water	thɨ⁵³	thɨ⁵³	tʰ ɨ ⁵³		3878	tʰ ɨ - ⁵³	tʰ ɨ ⁵³
1232	Kayaw	water	thi⁵⁵	thi⁵⁵	tʰ i ⁵⁵		3878	tʰ i - ⁵⁵	tʰ i ⁵⁵
1512	NorthernPao	water	thi³¹ ̈	thi³¹̈	tʰ i ɦ ³¹		3878	tʰ i ɦ ³¹	tʰ i ɦ ³¹
1794	NorthernPwo	water	thei³⁵	thei³⁵	tʰ ei ³⁵		3878	tʰ ei - ³⁵	tʰ ei ³⁵
2104	NorthernSgaw	water	thi³³	thi³³	tʰ i ³³		3878	tʰ i - ³³	tʰ i ³³
2370	SouthernPao	water	thi³¹ ̈	thi³¹̈	tʰ i ɦ ³¹		3878	tʰ i ɦ ³¹	tʰ i ɦ ³¹
2667	SouthernPwo	water	thei⁵³	thei⁵³	tʰ ei ⁵³		3878	tʰ ei - ⁵³	tʰ ei ⁵³
2966	SouthernSgaw	water	thi⁵⁵	thi⁵⁵	tʰ i ⁵⁵		3878	tʰ i - ⁵⁵	tʰ i ⁵⁵
3218	WesternBwe	water	chi⁵⁵	chi⁵⁵	tʰ i ⁵⁵		3878	tʰ i - ⁵⁵	tʰ i ⁵⁵
328	ProtoKaren	wear (a shoulder bag)	*ch(w)ɛŋᴬ	*chɛŋᴬ	cʰ ɛ ŋ ⁵⁵		3891	cʰ - ɛ ŋ - ⁵⁵	( cʰ ɛ ŋ ⁵⁵ )
628	Kayah	wear (a shoulder bag)	cha³³	cha³³	cʰ a ³³		3891	cʰ - a - - ³³	cʰ a ³³
920	Kayan	wear (a shoulder bag)	ɕi⁵³	ɕi⁵³	ɕ i ⁵³		3891	ɕ - i - - ⁵³	ɕ i ⁵³
1233	Kayaw	wear (a shoulder bag)	ɕi⁵⁵	ɕi⁵⁵	ɕ i ⁵⁵		3891	ɕ - i - - ⁵⁵	ɕ i ⁵⁵
1513	NorthernPao	wear (a shoulder bag)	chɛŋ³¹ ̈	chɛŋ³¹̈	cʰ ɛ ŋ ɦ ³¹		3891	cʰ - ɛ ŋ ɦ ³¹	cʰ ɛ ŋ ɦ ³¹
1795	NorthernPwo	wear (a shoulder bag)	chãi³⁵	chãi³⁵	cʰ ãi ³⁵		3891	cʰ - ãi - - ³⁵	cʰ ãi ³⁵
2105	NorthernSgaw	wear (a shoulder bag)	che³³thə³¹῀	che³³thə³¹῀	cʰ e ³³ + tʰ ə̃ ³¹		3891 3892	cʰ - e - - ³³ + tʰ ə̃ ³¹	cʰ e ³³ + tʰ ə̃ ³¹
