ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
3351	Atsi	steam	soʔ⁵⁵	soʔ⁵⁵	s o ʔ ⁵⁵		536	s o ʔ ⁵⁵	s o ʔ ⁵⁵
3352	Bola	steam	saʔ⁵⁵	saʔ⁵⁵	s a ʔ ⁵⁵		538	s a ʔ ⁵⁵	s a ʔ ⁵⁵
3353	Lashi	steam	sɔʔ⁵⁵	sɔʔ⁵⁵	s ɔ ʔ ⁵⁵		1481	s ɔ ʔ ⁵⁵	s ɔ ʔ ⁵⁵
3354	Maru	steam	soʔ⁵⁵	soʔ⁵⁵	s o ʔ ⁵⁵		536	s o ʔ ⁵⁵	s o ʔ ⁵⁵
3355	Xiandao	steam	sɔʔ⁵⁵	sɔʔ⁵⁵	s ɔ ʔ ⁵⁵		536	s ɔ ʔ ⁵⁵	s ɔ ʔ ⁵⁵
3356	ProtoBurmish	steam	*ʔsak	ˀsak⁴	ˀs a k ⁴		536	ˀs a k ⁴	ˀs|ˀs|ˀs|ˀs|s a|a|a|a|a k|k|k|k|k ⁴|⁴|⁴|⁴|⁴
3357	ProtoBurmish	steam	*sak	sak⁴	s a k ⁴		538	s a k ⁴	?s ?a ?k ?⁴
3358	Bola	steel (for flint)	ŋjɛʔ³¹ tsai⁵⁵	ŋjɛʔ³¹+tsai⁵⁵	ŋ j ɛ ʔ ³¹ + ts ai ⁵⁵		686 3312	- ŋ j ɛ ʔ ³¹ + ts ai ⁵⁵	ŋ j ɛ ʔ ³¹ + ts ai ⁵⁵
3359	AchangLongchuan	step / stride	pa⁵⁵	pa⁵⁵	p a ⁵⁵		43	p a ⁵⁵	p a ⁵⁵
3360	Bola	step / stride	pjɛ⁵⁵	pjɛ⁵⁵	p j ɛ ⁵⁵		44	p j ɛ ⁵⁵	p j ɛ ⁵⁵
3361	Lashi	step / stride	pi³¹	pi³¹	p i ³¹		44	p - i ³¹	p i ³¹
3362	Maru	step / stride	pjɛ³¹	pjɛ³¹	p j ɛ ³¹		6	p j ɛ ³¹	p j ɛ ³¹
3363	Xiandao	step / stride	pa⁵⁵	pa⁵⁵	p a ⁵⁵		44	p - a ⁵⁵	p a ⁵⁵
3364	ProtoBurmish	step / stride	*bɛ	bɛ¹	b ɛ ¹		43	b ɛ ¹	?b ?ɛ ?¹
3365	ProtoBurmish	step / stride	*bjɛ	bjɛ¹	b j ɛ ¹		44	b j ɛ ¹	( b j ɛ ¹ )
3366	Rangoon	step on / trample / stamp	nĩ⁵⁵	nĩ⁵⁵	n ĩ ⁵⁵		485	n - ĩ - ⁵⁵	n ĩ ⁵⁵
3367	AchangLongchuan	step on / trample / stamp	nuaŋ³¹	nwaŋ³¹	n w a ŋ ³¹		485	n w a ŋ ³¹	n w a ŋ ³¹
3368	Atsi	step on / trample / stamp	naŋ²¹	naŋ²¹	n a ŋ ²¹		485	n - a ŋ ²¹	n a ŋ ²¹
3369	Lashi	step on / trample / stamp	naːŋ³³	naːŋ³³	n aː ŋ ³³		485	n - aː ŋ ³³	n aː ŋ ³³
3370	Maru	step on / trample / stamp	nɔ̃³⁵	nɔ̃³⁵	n ɔ̃ ³⁵		485	n - ɔ̃ - ³⁵	n ɔ̃ ³⁵
3371	Bola	stingy	pjak³¹	pjak³¹	p j a k ³¹		38	p j a k ³¹	p j a k ³¹
3372	Maru	stingy	pjak³¹	pjak³¹	p j a k ³¹		38	p j a k ³¹	p j a k ³¹
3373	ProtoBurmish	stingy	*bjik	bjik⁴	b j i k ⁴		38	b j i k ⁴	b|b|b|b|ˀp j|j|j|j|j i|i|i|i|i k|k|k|k|k ⁴|⁴|⁴|⁴|⁴
3374	Rangoon	stir-fry	ɬɔ²²	ɬɔ²²	ɬ ɔ ²²		357	ɬ ɔ ²²	ɬ ɔ ²²
3375	AchangLongchuan	stir-fry	l̥ə⁵⁵	l̥ə⁵⁵	l̥ ə ⁵⁵		357	l̥ ə ⁵⁵	l̥ ə ⁵⁵
3376	Bola	stir-fry	la̱i⁵⁵	la̱i⁵⁵	l a̱i ⁵⁵		1638	l a̱i ⁵⁵	l a̱i ⁵⁵
3377	Maru	stir-fry	la̱i³¹	la̱i³¹	l a̱i ³¹		357	l a̱i ³¹	l a̱i ³¹
3378	Xiandao	stir-fry	l̥ɤ⁵⁵	l̥ɤ⁵⁵	l̥ ɤ ⁵⁵		357	l̥ ɤ ⁵⁵	l̥ ɤ ⁵⁵
3379	ProtoBurmish	stir-fry	*ʔlai	ˀlai¹	ˀl ai ¹		357	ˀl ai ¹	ˀl|ˀl|ˀl|ˀl|ˀl ai|ai|ai|ai|ai ¹|¹|¹|¹|¹
3380	Atsi	stirrup	kji²¹ tin⁵⁵	kji²¹+tin⁵⁵	k j i ²¹ + t i n ⁵⁵		280 2379	k j i - ²¹ + t i n ⁵⁵	k j i ²¹ + t i n ⁵⁵
3381	Bola	stirrup	mjɔ̃³¹ khji⁵⁵ saŋ³⁵	mjɔ̃³¹+khji⁵⁵+saŋ³⁵	m j ɔ̃ ³¹ + kʰ j i ⁵⁵ + s a ŋ ³⁵		456 1247 2380	m j ɔ̃ - ³¹ + kʰ j i ⁵⁵ + s a ŋ ³⁵	m j ɔ̃ ³¹ + kʰ j i ⁵⁵ + s a ŋ ³⁵
3382	AchangLongchuan	stone	laŋ³¹ kɔʔ⁵⁵	laŋ³¹+kɔʔ⁵⁵	l a ŋ ³¹ + k ɔ ʔ ⁵⁵		2057 143	l a ŋ ³¹ + k ɔ ʔ ⁵⁵	l a ŋ ³¹ + k ɔ ʔ ⁵⁵
3383	Atsi	stone	luʔ²¹ kok²¹	luʔ²¹+kok²¹	l u ʔ ²¹ + k o k ²¹		2058 1119	l u ʔ ²¹ + k o k ²¹	l u ʔ ²¹ + k o k ²¹
3384	Xiandao	stone	luʔ⁵⁵ koʔ⁵⁵	luʔ⁵⁵+koʔ⁵⁵	l u ʔ ⁵⁵ + k o ʔ ⁵⁵		2059 143	l u ʔ ⁵⁵ + k o ʔ ⁵⁵	l u ʔ ⁵⁵ + k o ʔ ⁵⁵
3385	OldBurmese	stone	kyo₂k	kjOk	k j o₂/ɔ k		201	k j o₂/ɔ k -	k j o₂/ɔ k
3386	Rangoon	stone	tɕɑuʔ⁴	tɕɑuʔ⁴	tɕ ɑu ʔ ⁴		201	tɕ - ɑu ʔ ⁴	tɕ ɑu ʔ ⁴
3387	AchangLongchuan	stop / cease	nɔ³¹	nɔ³¹	n ɔ ³¹		467	n ɔ ³¹	n ɔ ³¹
3388	Maru	stop / cease	tɔ̱³⁵	tɔ̱³⁵	t ɔ̱ ³⁵		878	t ɔ̱ ³⁵	t ɔ̱ ³⁵
3389	AchangLongchuan	stove (cooking) / range (kitchen)	xɔ³¹ tsau³⁵	xɔ³¹+tsau³⁵	x ɔ ³¹ + ts au ³⁵		785 3462	x ɔ ³¹ + ts au ³⁵	x ɔ ³¹ + ts au ³⁵
3390	Bola	straw (wheat)	mɛ³¹ ja⁵¹ kɛ̃⁵⁵	mɛ³¹+ja⁵¹+kɛ̃⁵⁵	m ɛ ³¹ + j a ⁵¹ + k ɛ̃ ⁵⁵		2068 2069 1127	m ɛ ³¹ + j a ⁵¹ + k ɛ̃ ⁵⁵	m ɛ ³¹ + j a ⁵¹ + k ɛ̃ ⁵⁵
3391	AchangLongchuan	street	sɔʔ⁵⁵	sɔʔ⁵⁵	s ɔ ʔ ⁵⁵		1482	s ɔ ʔ ⁵⁵	s ɔ ʔ ⁵⁵
3392	Rangoon	strike (the table)	poʔ⁴	poʔ⁴	p o ʔ ⁴		951	p o ʔ ⁴	p o ʔ ⁴
3393	AchangLongchuan	strike (the table)	pat⁵⁵	pat⁵⁵	p a t ⁵⁵		10	p - a t ⁵⁵	p a t ⁵⁵
3394	Atsi	strike (the table)	pat²¹	pat²¹	p a t ²¹		10	p - a t ²¹	p a t ²¹
3395	Bola	strike (the table)	pɛʔ³¹	pɛʔ³¹	p ɛ ʔ ³¹		9	p ɛ ʔ ³¹	p ɛ ʔ ³¹
3396	Lashi	strike (the table)	paːt³¹	paːt³¹	p aː t ³¹		10	p - aː t ³¹	p aː t ³¹
3397	Maru	strike (the table)	pɛʔ³¹	pɛʔ³¹	p ɛ ʔ ³¹		9	p ɛ ʔ ³¹	p ɛ ʔ ³¹
3398	Xiandao	strike (the table)	pat⁵⁵	pat⁵⁵	p a t ⁵⁵		952	p a t ⁵⁵	p a t ⁵⁵
3399	Atsi	stupid	ko⁵¹	ko⁵¹	k o ⁵¹		137	k o - ⁵¹	k o ⁵¹
3400	Bola	stupid	ka⁵⁵	ka⁵⁵	k a ⁵⁵		1103	k a ⁵⁵	k a ⁵⁵
3401	Maru	stupid	kɔ³¹	kɔ³¹	k ɔ ³¹		137	k ɔ - ³¹	k ɔ ³¹
3402	Rangoon	stutterer	shũ⁵³ ɑ⁵³ tθu²²	shũ⁵³+ɑ⁵³+tθu²²	sʰ ũ ⁵³ + ɑ ⁵³ + tθ u ²²		3417 779 3418	sʰ ũ ⁵³ + - - ɑ - ⁵³ + tθ u ²²	sʰ ũ ⁵³ + ɑ ⁵³ + tθ u ²²
3403	AchangLongchuan	stutterer	ɕɔ⁵⁵ tui³¹	ɕɔ⁵⁵+tui³¹	ɕ ɔ ⁵⁵ + t ui ³¹		779 3419	ɕ - ɔ - ⁵⁵ + t ui ³¹	ɕ ɔ ⁵⁵ + t ui ³¹
3404	Atsi	stutterer	o⁵¹ tu̱i²¹	o⁵¹+tu̱i²¹	o ⁵¹ + t u̱i ²¹		779 3420	- - o - ⁵¹ + t u̱i ²¹	o ⁵¹ + t u̱i ²¹
3405	Bola	stutterer	a⁵⁵ tu̱i³¹	a⁵⁵+tu̱i³¹	a ⁵⁵ + t u̱i ³¹		1598 3421	a ⁵⁵ + t u̱i ³¹	a ⁵⁵ + t u̱i ³¹
3406	Lashi	stutterer	wo̱⁵⁵ tə̱⁵⁵	wo̱⁵⁵+tə̱⁵⁵	w o̱ ⁵⁵ + t ə̱ ⁵⁵		779 3422	- w o̱ - ⁵⁵ + t ə̱ ⁵⁵	w o̱ ⁵⁵ + t ə̱ ⁵⁵
3407	Maru	stutterer	ɔ³¹ tɔ̱i³⁵ lɔ̱̃³⁵	ɔ³¹+tɔ̱i³⁵+lɔ̱̃³⁵	ɔ ³¹ + t ɔ̱i ³⁵ + l ɔ̱̃ ³⁵		779 3423 3424	- - ɔ - ³¹ + t ɔ̱i ³⁵ + l ɔ̱̃ ³⁵	ɔ ³¹ + t ɔ̱i ³⁵ + l ɔ̱̃ ³⁵
3408	ProtoBurmish	stutterer	*ʔa	ʔa¹	ʔ a ¹		779	ʔ - a - ¹	ʔ|ʔ|ʔ|ʔ|- a|a|a|a|a ¹|¹|¹|¹|¹
3409	Atsi	sun	pui⁵¹	pui⁵¹	p ui ⁵¹		52	p ui - ⁵¹	p ui ⁵¹
3410	Bola	sun	pui⁵⁵	pui⁵⁵	p ui ⁵⁵		52	p ui - ⁵⁵	p ui ⁵⁵
3411	Lashi	sun	pei³¹	pei³¹	p ei ³¹		52	p ei - ³¹	p ei ³¹
3412	Maru	sun	pa³¹	pa³¹	p a ³¹		52	p a - ³¹	p a ³¹
3413	Bola	sunbathe	kɔ̃⁵⁵	kɔ̃⁵⁵	k ɔ̃ ⁵⁵		161	k - ɔ̃ - ⁵⁵	k ɔ̃ ⁵⁵
3414	Atsi	sunbathe	la̱p⁵⁵	la̱p⁵⁵	l a̱ p ⁵⁵		823	l a̱ p ⁵⁵	l a̱ p ⁵⁵
3415	Lashi	sunbathe	la̱ːp⁵⁵	la̱ːp⁵⁵	l a̱ː p ⁵⁵		823	l a̱ː p ⁵⁵	l a̱ː p ⁵⁵
3416	Maru	sunbathe	lɛ̱ʔ⁵⁵	lɛ̱ʔ⁵⁵	l ɛ̱ ʔ ⁵⁵		823	l ɛ̱ ʔ ⁵⁵	l ɛ̱ ʔ ⁵⁵
3417	Xiandao	sunbathe	l̥ap⁵⁵	l̥ap⁵⁵	l̥ a p ⁵⁵		823	l̥ a p ⁵⁵	l̥ a p ⁵⁵
3418	AchangLongchuan	sunken / dented	ɔp⁵⁵	ɔp⁵⁵	ɔ p ⁵⁵		660	- ɔ p ⁵⁵	ɔ p ⁵⁵
3419	Atsi	support / raise	lo̱ʔ⁵⁵ tui⁵¹	lo̱ʔ⁵⁵+tui⁵¹	l o̱ ʔ ⁵⁵ + t ui ⁵¹		822 3566	l o̱ ʔ ⁵⁵ + t ui ⁵¹	l o̱ ʔ ⁵⁵ + t ui ⁵¹
3420	Maru	support / raise	lɔ̱ʔ⁵⁵ tɔi³¹	lɔ̱ʔ⁵⁵+tɔi³¹	l ɔ̱ ʔ ⁵⁵ + t ɔi ³¹		822 3567	l ɔ̱ ʔ ⁵⁵ + t ɔi ³¹	l ɔ̱ ʔ ⁵⁵ + t ɔi ³¹
3421	Atsi	surname / name (family)	xu⁵⁵	xu⁵⁵	x u ⁵⁵		565	x u ⁵⁵	x u ⁵⁵
3422	Lashi	surname / name (family)	xu⁵⁵	xu⁵⁵	x u ⁵⁵		565	x u ⁵⁵	x u ⁵⁵
3423	Maru	surname / name (family)	xu³⁵	xu³⁵	x u ³⁵		566	x u ³⁵	x u ³⁵
3424	ProtoBurmish	surname / name (family)	*ʔroH	ˀro²	ˀr o ²		566	ˀr o ²	( ˀr o ² )
3425	Rangoon	surroundings	pɑʔ⁴ wũ⁵⁵ tɕĩ²²	pɑʔ⁴+wũ⁵⁵+tɕĩ²²	p ɑ ʔ ⁴ + w ũ ⁵⁵ + tɕ ĩ ²²		2230 211 2231	p ɑ ʔ ⁴ + w ũ - ⁵⁵ + tɕ ĩ ²²	p ɑ ʔ ⁴ + w ũ ⁵⁵ + tɕ ĩ ²²
3426	AchangLongchuan	surroundings	a³¹ ʑam⁵⁵	a³¹+ʑam⁵⁵	a ³¹ + ʑ a m ⁵⁵		2232 211	a ³¹ + ʑ a m ⁵⁵	a ³¹ + ʑ a m ⁵⁵
3427	Bola	surroundings	a³¹ jɛ̃⁵⁵	a³¹+jɛ̃⁵⁵	a ³¹ + j ɛ̃ ⁵⁵		2233 211	a ³¹ + j ɛ̃ - ⁵⁵	a ³¹ + j ɛ̃ ⁵⁵
3428	Lashi	surroundings	a³³ jam³¹	a³³+jam³¹	a ³³ + j a m ³¹		2234 211	a ³³ + j a m ³¹	a ³³ + j a m ³¹
3429	Maru	surroundings	a³¹ jɛ̃³¹	a³¹+jɛ̃³¹	a ³¹ + j ɛ̃ ³¹		2235 211	a ³¹ + j ɛ̃ - ³¹	a ³¹ + j ɛ̃ ³¹
3430	OldBurmese	swallow	myuiw	mjui̯	m j ui̯		445	m j ui̯ - -	m j ui̯
3431	Rangoon	swallow	mjo²²	mjo²²	m j o ²²		445	m j o - ²²	m j o ²²
3432	Atsi	swallow	mji̱⁵¹	mji̱⁵¹	m j i̱ ⁵¹		445	m j i̱ - ⁵¹	m j i̱ ⁵¹
3433	Bola	swallow	mjuŋ⁵⁵	mjuŋ⁵⁵	m j u ŋ ⁵⁵		446	m j u ŋ ⁵⁵	m j u ŋ ⁵⁵
3434	Maru	swallow	mjuk³¹	mjuk³¹	m j u k ³¹		445	m j u k ³¹	m j u k ³¹
3435	ProtoBurmish	swallow	*mju	mju¹	m j u ¹		445	m j u - ¹	( m j u ¹ )
3436	ProtoBurmish	swallow	*mjuŋ	mjuŋ¹	m j u ŋ ¹		446	m j u ŋ ¹	?m ?j ?u ?ŋ ?¹
3437	OldBurmese	sweet	khyuiw	khjui̯	kʰ j ui̯		310	kʰ j ui̯ - -	kʰ j ui̯
3438	Rangoon	sweet	tɕho²²	tɕho²²	tɕʰ o ²²		281	tɕʰ - o - ²²	tɕʰ o ²²
3439	AchangLongchuan	tail	tɕhi³¹ ȵaŋ³⁵	tɕhi³¹+ȵaŋ³⁵	tɕʰ i ³¹ + ȵ a ŋ ³⁵		288 2343	tɕʰ - i - ³¹ + ȵ a ŋ ³⁵	tɕʰ i ³¹ + ȵ a ŋ ³⁵
3440	Bola	take / hold / get	ju⁵⁵ nɔ̱̃⁵⁵	ju⁵⁵+nɔ̱̃⁵⁵	j u ⁵⁵ + n ɔ̱̃ ⁵⁵		3583 837	j u ⁵⁵ + n ɔ̱̃ - ⁵⁵	j u ⁵⁵ + n ɔ̱̃ ⁵⁵
3441	AchangLongchuan	tangerine	maʔ³¹ tʂuak⁵⁵	maʔ³¹+tʂwak⁵⁵	m a ʔ ³¹ + ʈʂ w a k ⁵⁵		432 2738	m a ʔ ³¹ + ʈʂ w a k ⁵⁵	m a ʔ ³¹ + ʈʂ w a k ⁵⁵
3442	Atsi	tangerine	mak²¹ kjok²¹	mak²¹+kjok²¹	m a k ²¹ + k j o k ²¹		432 2739	m a k ²¹ + k j o k ²¹	m a k ²¹ + k j o k ²¹
3443	Bola	tangerine	mak³¹ tʃɔ̱ʔ³¹	mak³¹+tʃɔ̱ʔ³¹	m a k ³¹ + tʃ ɔ̱ ʔ ³¹		432 2740	m a k ³¹ + tʃ ɔ̱ ʔ ³¹	m a k ³¹ + tʃ ɔ̱ ʔ ³¹
3444	Lashi	tangerine	mak³¹ tʃɔ̱k⁵⁵	mak³¹+tʃɔ̱k⁵⁵	m a k ³¹ + tʃ ɔ̱ k ⁵⁵		432 2741	m a k ³¹ + tʃ ɔ̱ k ⁵⁵	m a k ³¹ + tʃ ɔ̱ k ⁵⁵
3445	Maru	tangerine	mak³¹ tʃɔ̱k³¹	mak³¹+tʃɔ̱k³¹	m a k ³¹ + tʃ ɔ̱ k ³¹		432 2742	m a k ³¹ + tʃ ɔ̱ k ³¹	m a k ³¹ + tʃ ɔ̱ k ³¹
3446	ProtoBurmish	tangerine	*mik	mik⁴	m i k ⁴		432	m i k ⁴	m|m|m|m|m a|a|a|a|a k|k|k|k|k ⁴|⁴|⁴|⁴|⁴
3447	Rangoon	tea	lɛʔ⁴ phɛʔ⁴ je²²	lɛʔ⁴+phɛʔ⁴+je²²	l ɛ ʔ ⁴ + pʰ ɛ ʔ ⁴ + j e ²²		2304 1222 2305	l ɛ ʔ ⁴ + pʰ ɛ ʔ ⁴ + j e ²²	l ɛ ʔ ⁴ + pʰ ɛ ʔ ⁴ + j e ²²
3448	Bola	tea	faʔ⁵⁵ khjɛʔ⁵⁵	faʔ⁵⁵+khjɛʔ⁵⁵	f a ʔ ⁵⁵ + kʰ j ɛ ʔ ⁵⁵		2306 1223	f a ʔ ⁵⁵ + kʰ j ɛ ʔ ⁵⁵	f a ʔ ⁵⁵ + kʰ j ɛ ʔ ⁵⁵
3449	Lashi	tea	fu̱ʔ⁵⁵ khjap⁵⁵	fu̱ʔ⁵⁵+khjap⁵⁵	f u̱ ʔ ⁵⁵ + kʰ j a p ⁵⁵		2307 1224	f u̱ ʔ ⁵⁵ + kʰ j a p ⁵⁵	f u̱ ʔ ⁵⁵ + kʰ j a p ⁵⁵
3450	Rangoon	tears	mjɛʔ⁴ je²²	mjɛʔ⁴+je²²	m j ɛ ʔ ⁴ + j e ²²		1739 12	m j ɛ ʔ ⁴ + - j e - ²²	m j ɛ ʔ ⁴ + j e ²²
3451	AchangLongchuan	tears	ȵɔʔ⁵⁵ pi⁵⁵	ȵɔʔ⁵⁵+pi⁵⁵	ȵ ɔ ʔ ⁵⁵ + p i ⁵⁵		1740 12	ȵ ɔ ʔ ⁵⁵ + p - i - ⁵⁵	ȵ ɔ ʔ ⁵⁵ + p i ⁵⁵
3452	Atsi	tears	ŋau⁵¹ pji²¹	ŋau⁵¹+pji²¹	ŋ au ⁵¹ + p j i ²¹		1741 12	ŋ au ⁵¹ + p j i - ²¹	ŋ au ⁵¹ + p j i ²¹
3453	Bola	tears	ŋau⁵⁵ pi⁵⁵	ŋau⁵⁵+pi⁵⁵	ŋ au ⁵⁵ + p i ⁵⁵		1742 12	ŋ au ⁵⁵ + p - i - ⁵⁵	ŋ au ⁵⁵ + p i ⁵⁵
3454	Lashi	tears	ŋou³¹ pi³¹	ŋou³¹+pi³¹	ŋ ou ³¹ + p i ³¹		1743 12	ŋ ou ³¹ + p - i - ³¹	ŋ ou ³¹ + p i ³¹
3455	Maru	tears	ŋuk³¹ pik³¹	ŋuk³¹+pik³¹	ŋ u k ³¹ + p i k ³¹		1744 12	ŋ u k ³¹ + p - i k ³¹	ŋ u k ³¹ + p i k ³¹
3456	Xiandao	tears	ɲɔʔ⁵⁵ pi⁵⁵	ɲɔʔ⁵⁵+pi⁵⁵	ɲ ɔ ʔ ⁵⁵ + p i ⁵⁵		1745 12	ɲ ɔ ʔ ⁵⁵ + p - i - ⁵⁵	ɲ ɔ ʔ ⁵⁵ + p i ⁵⁵
3457	ProtoBurmish	tears	*bi	bi¹	b i ¹		12	b - i - ¹	b|b|b|b|b i|i|i|i|e -|-|-|-|- ¹|¹|¹|¹|¹
3458	Atsi	tell	tai²¹ kjo̱²¹	tai²¹+kjo̱²¹	t ai ²¹ + k j o̱ ²¹		1671 3688	t ai ²¹ + k j o̱ ²¹	t ai ²¹ + k j o̱ ²¹
3459	Bola	tell	ti̱³⁵ kja̱³⁵	ti̱³⁵+kja̱³⁵	t i̱ ³⁵ + k j a̱ ³⁵		884 3689	t i̱ - ³⁵ + k j a̱ ³⁵	t i̱ ³⁵ + k j a̱ ³⁵
3460	Lashi	tell	ta̱ːi⁵³	ta̱ːi⁵³	t a̱ːi ⁵³		1672	t a̱ːi ⁵³	t a̱ːi ⁵³
3461	Maru	tell	ta̱⁵⁵ kjɔ̱³⁵	ta̱⁵⁵+kjɔ̱³⁵	t a̱ ⁵⁵ + k j ɔ̱ ³⁵		884 3690	t a̱ - ⁵⁵ + k j ɔ̱ ³⁵	t a̱ ⁵⁵ + k j ɔ̱ ³⁵
3462	Rangoon	temple	bu⁵³ jɑ⁵⁵ tɕɑ̃u⁵⁵	bu⁵³+jɑ⁵⁵+tɕɑ̃u⁵⁵	b u ⁵³ + j ɑ ⁵⁵ + tɕ ɑ̃u ⁵⁵		57 176 1839	b u - ⁵³ + j ɑ ⁵⁵ + tɕ ɑ̃u ⁵⁵	b u ⁵³ + j ɑ ⁵⁵ + tɕ ɑ̃u ⁵⁵
3463	Bola	temple	puŋ³¹ kji³¹ tʃɔŋ³¹	puŋ³¹+kji³¹+tʃɔŋ³¹	p u ŋ ³¹ + k j i ³¹ + tʃ ɔ ŋ ³¹		57 175 1840	p u ŋ ³¹ + k j i ³¹ + tʃ ɔ ŋ ³¹	p u ŋ ³¹ + k j i ³¹ + tʃ ɔ ŋ ³¹
3464	Xiandao	temple	tʂɔŋ³¹ kɯ³¹	tʂɔŋ³¹+kɯ³¹	ʈʂ ɔ ŋ ³¹ + k ɯ ³¹		2164 176	ʈʂ ɔ ŋ ³¹ + k ɯ ³¹	ʈʂ ɔ ŋ ³¹ + k ɯ ³¹
3465	ProtoBurmish	temple	*gjiH	gji²	g j i ²		175	g j i ²	?g ?j ?i ?²
3466	Rangoon	that side / there	tho²² bɛʔ⁴	tho²²+bɛʔ⁴	tʰ o ²² + b ɛ ʔ ⁴		2426 314	tʰ o ²² + - b - ɛ ʔ ⁴	tʰ o ²² + b ɛ ʔ ⁴
3467	AchangLongchuan	that side / there	the⁵⁵ thɔʔ⁵⁵	the⁵⁵+thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵		2427 316	tʰ e ⁵⁵ + tʰ - ɔ ʔ ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵
3468	Atsi	that side / there	xje⁵¹ ma⁵⁵	xje⁵¹+ma⁵⁵	x j e ⁵¹ + m a ⁵⁵		2428 314	x j e ⁵¹ + - - m a - ⁵⁵	x j e ⁵¹ + m a ⁵⁵
3469	Bola	that side / there	thɔ̆i⁵⁵ khja⁵⁵	thɔ̆i⁵⁵+khja⁵⁵	tʰ ɔ̆i ⁵⁵ + kʰ j a ⁵⁵		2429 1278	tʰ ɔ̆i ⁵⁵ + kʰ j a ⁵⁵	tʰ ɔ̆i ⁵⁵ + kʰ j a ⁵⁵
3470	Lashi	that side / there	thə³³ phjaŋ⁵⁵	thə³³+phjaŋ⁵⁵	tʰ ə ³³ + pʰ j a ŋ ⁵⁵		2430 314	tʰ ə ³³ + - pʰ j a ŋ ⁵⁵	tʰ ə ³³ + pʰ j a ŋ ⁵⁵
3471	Maru	that side / there	thø⁵⁵ khjɔ³¹	thø⁵⁵+khjɔ³¹	tʰ ø ⁵⁵ + kʰ j ɔ ³¹		2431 314	tʰ ø ⁵⁵ + kʰ - j ɔ - ³¹	tʰ ø ⁵⁵ + kʰ j ɔ ³¹
3472	Xiandao	that side / there	thɛ⁵⁵ pa³¹	thɛ⁵⁵+pa³¹	tʰ ɛ ⁵⁵ + p a ³¹		2432 314	tʰ ɛ ⁵⁵ + - p - a - ³¹	tʰ ɛ ⁵⁵ + p a ³¹
3473	ProtoBurmish	that side / there	*kra	kra¹	k r a ¹		314	k - r a - ¹	k|k|k|k|k -|-|-|-|- r|r|r|r|r a|a|a|a|a -|-|-|-|- ¹|¹|¹|¹|⁴
3474	AchangLongchuan	there are (people)	ni⁵⁵	ni⁵⁵	n i ⁵⁵		486	n i ⁵⁵	n i ⁵⁵
3475	Atsi	there are (people)	ŋji⁵¹	ŋji⁵¹	ŋ j i ⁵¹		487	ŋ j i ⁵¹	ŋ j i ⁵¹
3476	Bola	there are (people)	ŋji⁵⁵	ŋji⁵⁵	ŋ j i ⁵⁵		488	ŋ j i ⁵⁵	ŋ j i ⁵⁵
3477	Lashi	there are (people)	ŋjeːi³¹	ŋjeːi³¹	ŋ j eːi ³¹		487	ŋ j eːi ³¹	ŋ j eːi ³¹
3478	Maru	there are (people)	na³¹	na³¹	n a ³¹		486	n a ³¹	n a ³¹
3479	AchangLongchuan	there are (trees on the mountain)	pɔ⁵⁵	pɔ⁵⁵	p ɔ ⁵⁵		1	p ɔ ⁵⁵	p ɔ ⁵⁵
3480	Xiandao	there are (trees on the mountain)	pɔ³¹	pɔ³¹	p ɔ ³¹		1	p ɔ ³¹	p ɔ ³¹
3481	Atsi	there are (trees on the mountain)	tʃoʔ²¹	tʃoʔ²¹	tʃ o ʔ ²¹		126	tʃ - o ʔ ²¹	tʃ o ʔ ²¹
3482	Bola	there are (trees on the mountain)	tʃaʔ³¹	tʃaʔ³¹	tʃ a ʔ ³¹		126	tʃ - a ʔ ³¹	tʃ a ʔ ³¹
3483	Lashi	there are (trees on the mountain)	tʃɔː³¹	tʃɔː³¹	tʃ ɔː ³¹		126	tʃ - ɔː - ³¹	tʃ ɔː ³¹
3484	Maru	there are (trees on the mountain)	tʃɔʔ³¹	tʃɔʔ³¹	tʃ ɔ ʔ ³¹		126	tʃ - ɔ ʔ ³¹	tʃ ɔ ʔ ³¹
3485	ProtoBurmish	there are (trees on the mountain)	*dʒak	dʒak⁴	dʒ a k ⁴		126	dʒ - a k ⁴	( dʒ a k ⁴ )
3486	AchangLongchuan	there is (water in the bowl)	pɔ⁵⁵	pɔ⁵⁵	p ɔ ⁵⁵		1	p ɔ ⁵⁵	p ɔ ⁵⁵
3487	Atsi	there is (water in the bowl)	po⁵¹	po⁵¹	p o ⁵¹		1	p o ⁵¹	p o ⁵¹
3488	Bola	there is (water in the bowl)	pa⁵⁵	pa⁵⁵	p a ⁵⁵		1	p a ⁵⁵	p a ⁵⁵
3489	Lashi	there is (water in the bowl)	pɔː³¹	pɔː³¹	p ɔː ³¹		1	p ɔː ³¹	p ɔː ³¹
3490	Maru	there is (water in the bowl)	pɔ³¹	pɔ³¹	p ɔ ³¹		1	p ɔ ³¹	p ɔ ³¹
3491	Xiandao	there is (water in the bowl)	pɔ³¹	pɔ³¹	p ɔ ³¹		1	p ɔ ³¹	p ɔ ³¹
